"URL","template or route source","status code","indexable","canonical URL","robots directive","title tag","meta description","H1","page type","primary intent","city/branch relevance","schema types","internal links in","internal links out","duplicate-content risk","technical issue summary","content issue summary","action needed","priority"
"https://svijetsluha.com","home","200","yes","https://svijetsluha.com","","Svijet Sluha — slušni aparati i besplatna provjera sluha","Svijet Sluha — besplatna provjera sluha i slušni aparati vodećih svjetskih brendova, uz više od 30 godina povjerenja. Posjetite nas u Sarajevu, Banjoj Luci, Gradišci, Bijeljini, Doboju ili Brčkom.","Besplatna provjera sluha — više od 30 godina povjerenja","Homepage","Brand/trust/support","Low","Answer; FAQPage; Organization; Question; WebSite","98","29","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/akcije","/akcije","200","yes","https://svijetsluha.com/akcije","","Akcije i popusti — Svijet Sluha","Aktuelne akcije na slušne aparate, baterije i pribor u našim poslovnicama širom BiH.","Aktuelne akcije","General","Brand/trust/support","Low","BreadcrumbList; ListItem; Organization; WebSite","98","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/akcije/blackfriday","/akcije/blackfriday","404","no","","noindex","Svijet Sluha — slušni aparati i besplatna provjera sluha","Svijet Sluha — besplatna provjera sluha i slušni aparati vodećih svjetskih brendova, uz više od 30 godina povjerenja. Posjetite nas u Sarajevu, Banjoj Luci, Gradišci, Bijeljini, Doboju ili Brčkom.","","General","Brand/trust/support","Low","","0","0","Low","HTTP 404; H1 count 0","No major content issue","Remove from sitemap or restore","critical"
"https://svijetsluha.com/cesta-pitanja","/cesta-pitanja","200","yes","https://svijetsluha.com/cesta-pitanja","","Česta pitanja — provjera sluha, cijene, aparati, servis — Svijet Sluha","Odgovori na pitanja o prvoj posjeti, cijenama i refundaciji, vrstama slušnih aparata, održavanju, servisu i garanciji.","Česta pitanja","FAQ","Informational/AEO","Low","Answer; BreadcrumbList; FAQPage; ListItem; Organization; Question; WebSite","98","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/cijene-i-finansiranje","/cijene-i-finansiranje","200","yes","https://svijetsluha.com/cijene-i-finansiranje","","Cijene i finansiranje slušnih aparata — Svijet Sluha","Klase slušnih aparata, refundacija kroz zdravstveno osiguranje korak po korak, garancija i servis.","Cijene i finansiranje","General","Brand/trust/support","Low","BreadcrumbList; ListItem; Organization; WebSite","98","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/kontakt","/kontakt","200","yes","https://svijetsluha.com/kontakt","","Kontakt — pišite nam ili pozovite najbližu poslovnicu — Svijet Sluha","Pitanje za doktora, poruka za poslovnicu ili kupovina — odgovaramo isti radni dan. Telefoni svih 6 poslovnica na jednom mjestu.","Kontaktirajte nas","Contact","Contact conversion","High","BreadcrumbList; ListItem; Organization; WebSite","98","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/o-nama","/o-nama","200","yes","https://svijetsluha.com/o-nama","","O nama — više od 30 godina brige o sluhu — Svijet Sluha","Svijet Sluha — u saradnji s Audio BM. Od prvog dana do šest poslovnica u BiH: misija, vrijednosti i brendovi sa kojima sarađujemo.","Više od 30 godina slušamo — Vas","General","Brand/trust/support","Low","BreadcrumbList; ListItem; Organization; WebSite","98","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/online-test-sluha","/online-test-sluha","200","yes","https://svijetsluha.com/online-test-sluha","","Online test sluha — besplatni screening za 5 minuta — Svijet Sluha","Provjerite sluh od kuće za 3–5 minuta: tonovi po frekvencijama za lijevo i desno uho + kratki upitnik. Informativni screening — ne zamjenjuje profesionalnu provjeru sluha.","Online test sluha","Online test","Brand/trust/support","High","BreadcrumbList; ListItem; Organization; WebSite","98","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/politika-privatnosti","/politika-privatnosti","200","yes","https://svijetsluha.com/politika-privatnosti","","Politika privatnosti — Svijet Sluha","Kako Svijet Sluha prikuplja, koristi i štiti Vaše lične podatke.","Politika privatnosti","General","Brand/trust/support","Low","BreadcrumbList; ListItem; Organization; WebSite","98","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/poslovnice","poslovnice","200","yes","https://svijetsluha.com/poslovnice","","Poslovnice — Sarajevo, Banja Luka, Gradiška, Bijeljina, Doboj, Brčko — Svijet Sluha","Audio BM poslovnice u šest gradova BiH. Pronađite najbližu, pozovite ili zakažite besplatnu provjeru sluha.","Naše poslovnice","Branch index","Local branch/service","High","BreadcrumbList; ListItem; Organization; WebSite","98","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/poslovnice/banja-luka","poslovnice/[slug]","200","yes","https://svijetsluha.com/poslovnice/banja-luka","","Audio BM Banja Luka — slušni aparati i provjera sluha — Svijet Sluha","Audio BM poslovnica u Banjoj Luci — besplatna provjera sluha, slušni aparati, baterije i servis.","Audio BM Banja Luka","Branch detail","Local branch/service","High","BreadcrumbList; ListItem; LocalBusiness; MedicalClinic; Organization; WebSite","98","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/poslovnice/bijeljina","poslovnice/[slug]","200","yes","https://svijetsluha.com/poslovnice/bijeljina","","Audio BM Bijeljina — slušni aparati i provjera sluha — Svijet Sluha","Audio BM poslovnica u Bijeljini — besplatna provjera sluha, slušni aparati, baterije i servis.","Audio BM Bijeljina","Branch detail","Local branch/service","High","BreadcrumbList; ListItem; LocalBusiness; MedicalClinic; Organization; WebSite","98","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/poslovnice/brcko","poslovnice/[slug]","200","yes","https://svijetsluha.com/poslovnice/brcko","","Audio BM Brčko — slušni aparati i provjera sluha — Svijet Sluha","Audio BM poslovnica u Brčkom — besplatna provjera sluha, slušni aparati, baterije i servis.","Audio BM Brčko","Branch detail","Local branch/service","High","BreadcrumbList; ListItem; LocalBusiness; MedicalClinic; Organization; WebSite","98","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/poslovnice/doboj","poslovnice/[slug]","200","yes","https://svijetsluha.com/poslovnice/doboj","","Audio BM Doboj — slušni aparati i provjera sluha — Svijet Sluha","Audio BM poslovnica u Doboju — besplatna provjera sluha, slušni aparati, baterije i servis.","Audio BM Doboj","Branch detail","Local branch/service","High","BreadcrumbList; ListItem; LocalBusiness; MedicalClinic; Organization; WebSite","98","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/poslovnice/gradiska","poslovnice/[slug]","200","yes","https://svijetsluha.com/poslovnice/gradiska","","Audio BM Gradiška — slušni aparati i provjera sluha — Svijet Sluha","Audio BM poslovnica u Gradišci — besplatna provjera sluha, slušni aparati, baterije i servis.","Audio BM Gradiška","Branch detail","Local branch/service","High","BreadcrumbList; ListItem; LocalBusiness; MedicalClinic; Organization; WebSite","98","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/poslovnice/sarajevo","poslovnice/[slug]","200","yes","https://svijetsluha.com/poslovnice/sarajevo","","Audio BM Sarajevo — slušni aparati i provjera sluha — Svijet Sluha","Audio BM poslovnica u Sarajevu — besplatna provjera sluha, slušni aparati, baterije i servis.","Audio BM Sarajevo","Branch detail","Local branch/service","High","BreadcrumbList; ListItem; LocalBusiness; MedicalClinic; Organization; WebSite","98","24","Low","No crawl-level issue","Sarajevo NAP incomplete; Location-count wording drift in production baseline","Confirm and add Sarajevo NAP","critical"
"https://svijetsluha.com/poslovnice/tuzla","poslovnice/[slug]","200","yes","https://svijetsluha.com/poslovnice/tuzla","","Audio BM Tuzla — slušni aparati i provjera sluha — Svijet Sluha","Audio BM poslovnica — Tuzla. Besplatna provjera sluha, slušni aparati, baterije i servis.","Audio BM Tuzla","Branch detail","Local branch/service","High","BreadcrumbList; ListItem; LocalBusiness; MedicalClinic; Organization; WebSite","98","24","Low","No crawl-level issue","Tuzla full hours unconfirmed; Location-count wording drift in production baseline","Confirm Tuzla hours/maps","high"
"https://svijetsluha.com/proizvodi","proizvodi","200","yes","https://svijetsluha.com/proizvodi","","Proizvodi — baterije, čepovi, pribor i medicinski aparati — Svijet Sluha","Varta baterije, čepovi za uši po mjeri, pribor za održavanje i kućni medicinski aparati. Naručite upitom ili telefonom — preuzimanje u 6 poslovnica.","Proizvodi","Product index","Product research","Medium","BreadcrumbList; ListItem; Organization; WebSite","98","50","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/accuscreen-oae-abr-skrining","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/accuscreen-oae-abr-skrining","","OAE/ABR skrining AccuScreen — Svijet Sluha","Nove funkcije AccuScreen-a uključuju ekran osetljiv na dodir za intuitivnu navigaciju, bazu za prenos podataka, ažuriranje uređaja i punjenje, kao i savije","OAE/ABR skrining AccuScreen","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/allegro-timpanometar","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/allegro-timpanometar","","Timpanometar Allegro — Svijet Sluha","Automatska merenja stanja srednjeg uha završavaju se u sekundi pomoću podešavajućih postavki timpanometra.","Timpanometar Allegro","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/antidekubit-dusek-bubble-2","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/antidekubit-dusek-bubble-2","","Antidekubit dušek Bubble 2 — Svijet Sluha","Karakteristike: Antidekubit dušek tip SAĆE Nosač prilagodljiv za većinu tipova kreveta Izdržljivi medicinski PVC materijal Maksimalna nosivost 135 kg Podeš","Antidekubit dušek Bubble 2","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/audiostar-pro-audiometar","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/audiostar-pro-audiometar","","Audiometar Audiostar PRO — Svijet Sluha","Od izuzetno velikog ekrana koji smanjuje naprezanje očiju, do ergonomskog kućišta koje povećava udobnost ruku i zgloba, do svetlijih oznaka oko izabranih t","Audiometar Audiostar PRO","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/baha-6-max-procesor-zvuka","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/baha-6-max-procesor-zvuka","","Baha 6 Max procesor zvuka — Svijet Sluha","Mali nikada nije zvučao ovako moćno Baha® 6 Max je vrhunski procesor zvuka za koštanu provodljivosti koji ne pravi kompromis sa važnim karakteristikama. D","Baha 6 Max procesor zvuka","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/baha-attract-sistem","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/baha-attract-sistem","","Baha Attract sistem — Svijet Sluha","Jednostavno postavite svoj procesor zvuka (sa magnetom za procesor zvuka) na implant i odma možete nastaviti sa danom dok doživljavate zvuk oko sebe. Baha","Baha Attract sistem","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/baha-connect-sistem","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/baha-connect-sistem","","Baha Connect sistem — Svijet Sluha","Koristi mali oslonac iza uha koji povezuje procesor zvuka direktno sa implantom kako bi se maksimizirao zvuk koji dopire do vašeg unutrašnjeg uha. Jednosta","Baha Connect sistem","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/cepovi-za-impulsnu-buku","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/cepovi-za-impulsnu-buku","","Čepovi za impulsnu buku — Svijet Sluha","Mala veličina Impulsnih filtera olakšava postavljanje u male i zahtevne ušne kanale, a takođe se lako postavlja ispod komunikacionih slušalica ili štitnika","Čepovi za impulsnu buku","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/cepovi-za-industrijsku-buku","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/cepovi-za-industrijsku-buku","","Čepovi za industrijsku buku — Svijet Sluha","Industrijska buka ima tendenciju da bude glasnija na višim frekvencijama: Audio BM-ov asortiman DI filtera je dizajniran da obezbedi relativno ravno priguš","Čepovi za industrijsku buku","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/cepovi-za-muzicare","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/cepovi-za-muzicare","","Čepovi za muzičare — Svijet Sluha","DM filter koristi membrane prema patentiranoj membranskoj tehnologiji. Membrana je napravljena od prozračnog materijala, što dovodi do optimalnog disanja f","Čepovi za muzičare","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/cepovi-za-plivanje","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/cepovi-za-plivanje","","Čepovi za plivanje — Svijet Sluha","Čepići za uši, napravljeni su od visokokvalitetnog slikona koji je udoban i izdržljiv, ne blede i mogu se koristiti iznova i iznova. Čepovi sprečavaju prop","Čepovi za plivanje","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/cepovi-za-spavanje","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/cepovi-za-spavanje","","Čepovi za spavanje — Svijet Sluha","Čepići za uši, napravljeni su od visokokvalitetnog slikona koji je udoban i izdržljiv, ne blede i mogu se koristiti iznova i iznova. Svi zvukovi su efikasn","Čepovi za spavanje","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/cerushield-filteri-za-unitron-discover-8-komada","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/cerushield-filteri-za-unitron-discover-8-komada","","Cerushield filteri, za Unitron Discover (8 komada) — Svijet Sluha","Vaš ušni kanal proizvodi ušnu mast koja može da začepi zvučnik slušnog aparata. Ušna mast je jedan od glavnih uzroka problema kod slušnih aparata. Svi CRT","Cerushield filteri, za Unitron Discover (8 komada)","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/chartr-ep200-evocirani-potencijal","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/chartr-ep200-evocirani-potencijal","","Audera PRO — Svijet Sluha","Korisnički orijentisan Audera PRO nudi brzo, fleksibilno i korisnički orijentisano rešenje omogućujući lekarima da otpočnu i efikasno izvode bilo koji test","Audera PRO","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/ci512-contour-advance","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/ci512-contour-advance","","CI512 Contour Advance — Svijet Sluha","CI512 Contour Advance","CI512 Contour Advance","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/ci522-slim-straight","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/ci522-slim-straight","","CI522 Slim Straight — Svijet Sluha","CI522 Slim Straight","CI522 Slim Straight","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/ci532-slim-modiolar","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/ci532-slim-modiolar","","CI532 Slim Modiolar — Svijet Sluha","CI532 Slim Modiolar","CI532 Slim Modiolar","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/ci612-contour-advance","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/ci612-contour-advance","","CI612 Contour Advance — Svijet Sluha","CI612 Contour Advance","CI612 Contour Advance","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/ci622-slim-straight","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/ci622-slim-straight","","CI622 Slim Straight — Svijet Sluha","CI622 Slim Straight","CI622 Slim Straight","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/ci632-slim-modiolar","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/ci632-slim-modiolar","","CI632 Slim Modiolar — Svijet Sluha","CI632 Slim Modiolar","CI632 Slim Modiolar","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/corti-oae-abr-skrining","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/corti-oae-abr-skrining","","OAE/ABR skrining Corti — Svijet Sluha","OAE/ABR skrining Corti","OAE/ABR skrining Corti","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/gsi-18-audiometar","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/gsi-18-audiometar","","Audiometar GSI 18 — Svijet Sluha","Ergonomski dizajn i logička navigacija ovog audiometra čine izvršavanje testova audiologije jednostavnim.","Audiometar GSI 18","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","1","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/gsi-39-audiometar","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/gsi-39-audiometar","","Audiometar GSI 39 — Svijet Sluha","Moguće je dodati dodatne modalitete kao što su audiometrija, kontralateralni refleksi ili ton sonde od 1000 Hz kako se zahtevi za ispitivanje sluha povećav","Audiometar GSI 39","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/kategorija/baterije","proizvodi/kategorija/[kat]","200","yes","https://svijetsluha.com/proizvodi/kategorija/baterije","","Baterije za slušne aparate — ponuda Svijet Sluha — Svijet Sluha","Varta power one baterije u svim veličinama (10, 13, 312, 675).","Baterije za slušne aparate","Product category","Product research","Medium","BreadcrumbList; ListItem; Organization; WebSite","5","27","Low","Missing from sitemap","Location-count wording drift in production baseline","Monitor or improve content depth","high"
"https://svijetsluha.com/proizvodi/kategorija/cepovi-za-usi","proizvodi/kategorija/[kat]","200","yes","https://svijetsluha.com/proizvodi/kategorija/cepovi-za-usi","","Čepovi za uši — ponuda Svijet Sluha — Svijet Sluha","Individualni čepovi po mjeri — za spavanje, plivanje, muzičare i zaštitu od buke.","Čepovi za uši","Product category","Product research","Medium","BreadcrumbList; ListItem; Organization; WebSite","6","28","Low","Missing from sitemap","Location-count wording drift in production baseline","Monitor or improve content depth","high"
"https://svijetsluha.com/proizvodi/kategorija/kucni-medicinski-aparati","proizvodi/kategorija/[kat]","200","yes","https://svijetsluha.com/proizvodi/kategorija/kucni-medicinski-aparati","","Kućni medicinski aparati — ponuda Svijet Sluha — Svijet Sluha","Antidekubitalni dušeci i pomagala za kućnu njegu.","Kućni medicinski aparati","Product category","Product research","Medium","BreadcrumbList; ListItem; Organization; WebSite","2","24","Low","Missing from sitemap","Location-count wording drift in production baseline","Monitor or improve content depth","high"
"https://svijetsluha.com/proizvodi/kategorija/pribor-i-odrzavanje","proizvodi/kategorija/[kat]","200","yes","https://svijetsluha.com/proizvodi/kategorija/pribor-i-odrzavanje","","Pribor i održavanje — ponuda Svijet Sluha — Svijet Sluha","Filteri, pumpice i pribor za svakodnevno održavanje slušnih aparata.","Pribor i održavanje","Product category","Product research","Medium","BreadcrumbList; ListItem; Organization; WebSite","5","27","Low","Missing from sitemap","Location-count wording drift in production baseline","Monitor or improve content depth","high"
"https://svijetsluha.com/proizvodi/kategorija/profesionalna-oprema","proizvodi/kategorija/[kat]","200","yes","https://svijetsluha.com/proizvodi/kategorija/profesionalna-oprema","","Profesionalna oprema — ponuda Svijet Sluha — Svijet Sluha","Dijagnostička oprema za ordinacije i klinike — audiometri, kabine, timpanometri.","Profesionalna oprema","Product category","Product research","Medium","BreadcrumbList; ListItem; Organization; WebSite","11","33","Low","Missing from sitemap","Location-count wording drift in production baseline","Monitor or improve content depth","high"
"https://svijetsluha.com/proizvodi/kategorija/slusni-implanti","proizvodi/kategorija/[kat]","200","yes","https://svijetsluha.com/proizvodi/kategorija/slusni-implanti","","Slušni implanti — ponuda Svijet Sluha — Svijet Sluha","Cochlear™ sistemi — informacije i upiti uz stručno savjetovanje.","Slušni implanti","Product category","Product research","Medium","BreadcrumbList; ListItem; Organization; WebSite","14","36","Low","Missing from sitemap","Location-count wording drift in production baseline","Monitor or improve content depth","high"
"https://svijetsluha.com/proizvodi/novus-oae-abr-skrining","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/novus-oae-abr-skrining","","OAE/ABR skrining Novus — Svijet Sluha","OAE/ABR skrining Novus","OAE/ABR skrining Novus","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/nowax-filteri-za-cic-aparate-6-komada","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/nowax-filteri-za-cic-aparate-6-komada","","NoWax filteri, za CIC aparate (6 komada) — Svijet Sluha","Vaš ušni kanal proizvodi ušnu mast koja može da začepi zvučnik slušnog aparata. Ušna mast je jedan od glavnih uzroka problema kod slušnih aparata. Svi CIC","NoWax filteri, za CIC aparate (6 komada)","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Duplicate description","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/nucleus-kanso2-cp1150","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/nucleus-kanso2-cp1150","","Nucleus Kanso2 (CP1150) — Svijet Sluha","Slušne performanse SmartSound® iQ sa SCAN ForwardFocus tehnologija sa dva mikrofona Povezivanje direktno strimovanje sa kompatibilnih Apple i Android uređa","Nucleus Kanso2 (CP1150)","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
